intent,question,answer,label,clean_question,tokens
Detail Tambahan,Bagaimana mengaktifkan Face Recognition?,Ikuti panduan sistem untuk verifikasi wajah pasien.,Pendaftaran Rawat Jalan,bagaimana mengaktifkan face recognition,"['mengaktifkan', 'face', 'recognition']"
Form Pasien Baru,Bagaimana cara mendaftarkan pasien baru di sistem?,"Isi data wajib pasien terlebih dahulu, kemudian data opsional jika ada, lalu pilih jenis layanan dan simpan.",Pendaftaran Rawat Jalan,bagaimana cara mendaftarkan pasien baru di sistem,"['mendaftarkan', 'pasien', 'sistem']"
Form Pasien Baru,Apakah semua data pasien wajib diisi?,Hanya data wajib yang harus diisi; data opsional bisa dilewati.,Pendaftaran Rawat Jalan,apakah semua data pasien wajib diisi,"['data', 'pasien', 'wajib', 'diisi']"
Form Pasien Baru,Apa saja data opsional pasien baru?,"Email, tempat lahir, agama, pendidikan, pekerjaan, status pernikahan, dan foto pasien.",Pendaftaran Rawat Jalan,apa saja data opsional pasien baru,"['data', 'opsional', 'pasien']"
Form Pasien Baru,Bagaimana cara unggah foto pasien?,"Klik upload foto di formulir pasien baru, maksimal ukuran file 1 MB.",Pendaftaran Rawat Jalan,bagaimana cara unggah foto pasien,"['unggah', 'foto', 'pasien']"
Form Pasien Baru,Jenis layanan apa saja yang tersedia untuk pasien baru?,"PRB, Prolanis, PRB-Prolanis, dan Non-Kronis.",Pendaftaran Rawat Jalan,jenis layanan apa saja yang tersedia untuk pasien baru,"['jenis', 'layanan', 'tersedia', 'pasien']"
Form Pasien Baru,Apa itu PRB-Prolanis?,"Pasien terdaftar dalam kedua program sekaligus, PRB dan Prolanis.",Pendaftaran Rawat Jalan,apa itu prb prolanis,"['prb', 'prolanis']"
Form Pasien Baru,Bisa pilih layanan Non-Kronis untuk pasien kronis?,"Tidak, Non-Kronis hanya untuk pasien umum tanpa riwayat penyakit kronis.",Pendaftaran Rawat Jalan,bisa pilih layanan non kronis untuk pasien kronis,"['pilih', 'layanan', 'non', 'kronis', 'pasien', 'kronis']"
Alamat Pasien,Bagaimana mengisi alamat pasien?,"Masukkan alamat lengkap, negara, provinsi, kota, kecamatan, kelurahan, RT/RW, kode pos; bisa pilih sama dengan wali.",Pendaftaran Rawat Jalan,bagaimana mengisi alamat pasien,"['mengisi', 'alamat', 'pasien']"
Data Wali,Apa saja informasi yang dibutuhkan untuk wali pasien?,"Nama, nomor kontak, hubungan dengan pasien, dan status aktif/non-aktif.",Pendaftaran Rawat Jalan,apa saja informasi yang dibutuhkan untuk wali pasien,"['informasi', 'dibutuhkan', 'wali', 'pasien']"
Data Wali,Bisa menambahkan beberapa wali?,"Ya, sistem mendukung lebih dari satu wali.",Pendaftaran Rawat Jalan,bisa menambahkan beberapa wali,['wali']
Data Wali,Bagaimana mengubah informasi wali?,"Pilih data wali, klik edit, ubah informasi, lalu simpan.",Pendaftaran Rawat Jalan,bagaimana mengubah informasi wali,"['mengubah', 'informasi', 'wali']"
Detail Pendaftaran,Bagaimana memilih cara masuk pasien?,"Pilih dari dropdown: datang sendiri, kontrol ulang, rujukan, kasus polisi, sewa kamar, dll.",Pendaftaran Rawat Jalan,bagaimana memilih cara masuk pasien,"['memilih', 'masuk', 'pasien']"
Detail Pendaftaran,Apa yang harus diisi jika pasien datang karena rujukan?,"Isi asal rujukan, nomor rujukan, dan tanggal rujukan.",Pendaftaran Rawat Jalan,apa yang harus diisi jika pasien datang karena rujukan,"['diisi', 'pasien', 'rujukan']"
Detail Pendaftaran,Bagaimana memasukkan diagnosa awal?,"Masukkan diagnosa awal pada kolom yang disediakan, wajib diisi.",Pendaftaran Rawat Jalan,bagaimana memasukkan diagnosa awal,"['memasukkan', 'diagnosa']"
Detail Pendaftaran,Bagaimana cara memilih dokter penanggung jawab?,"Pilih dokter dari daftar sesuai unit dan jam praktik, sistem menampilkan kuota BPJS/non-BPJS.",Pendaftaran Rawat Jalan,bagaimana cara memilih dokter penanggung jawab,"['memilih', 'dokter', 'penanggung']"
Detail Pendaftaran,Apakah ada filter untuk mencari dokter tertentu?,"Ya, filter berdasarkan jam praktik, unit poli, atau nama dokter.",Pendaftaran Rawat Jalan,apakah ada filter untuk mencari dokter tertentu,"['filter', 'mencari', 'dokter']"
Pembayaran,Pilihan metode pembayaran apa saja?,"Umum, karyawan, asuransi, atau perusahaan.",Pendaftaran Rawat Jalan,pilihan metode pembayaran apa saja,"['pilihan', 'metode', 'pembayaran']"
Pembayaran,Bagaimana jika pasien pakai asuransi?,"Isi data polis: perusahaan, nomor, tanggal kadaluarsa, kelas pelayanan, dan penjamin.",Pendaftaran Rawat Jalan,bagaimana jika pasien pakai asuransi,"['pasien', 'pakai', 'asuransi']"
Pembayaran,Apakah biaya pendaftaran otomatis dihitung?,"Ya, sistem menghitung biaya otomatis setelah dokter dan jenis layanan dipilih.",Pendaftaran Rawat Jalan,apakah biaya pendaftaran otomatis dihitung,"['biaya', 'pendaftaran', 'otomatis', 'dihitung']"
Hasil Registrasi,Apa isi Tanda Bukti Registrasi?,"Nomor pendaftaran, nomor rekam medis, dokter, unit, metode pembayaran, data pasien, estimasi waktu pelayanan.",Pendaftaran Rawat Jalan,apa isi tanda bukti registrasi,"['isi', 'tanda', 'bukti', 'registrasi']"
Hasil Registrasi,Bisa cetak tanda bukti registrasi?,"Ya, dapat dicetak dan diberikan kepada pasien.",Pendaftaran Rawat Jalan,bisa cetak tanda bukti registrasi,"['cetak', 'tanda', 'bukti', 'registrasi']"
List Pasien,Apa itu List Pasien Kontrol Ulang?,Daftar pasien dengan jadwal pemeriksaan lanjutan.,Pendaftaran Rawat Jalan,apa itu list pasien kontrol ulang,"['list', 'pasien', 'kontrol', 'ulang']"
List Pasien,Apa itu List Pasien Booking?,Daftar pasien yang sudah reservasi melalui sistem.,Pendaftaran Rawat Jalan,apa itu list pasien booking,"['list', 'pasien', 'booking']"
List Pasien,Apa itu List Verifikasi Pasien?,Digunakan untuk mengecek data pasien sebelum pelayanan.,Pendaftaran Rawat Jalan,apa itu list verifikasi pasien,"['list', 'verifikasi', 'pasien']"
Filtering,Bagaimana cara filter status pasien?,"Pilih filter status: daftar, dilayani, batal, dipulangkan, rujukan.",Pendaftaran Rawat Jalan,bagaimana cara filter status pasien,"['filter', 'status', 'pasien']"
Filtering,Bisa mencari pasien berdasarkan nama atau tanggal?,"Ya, sistem mendukung pencarian berdasarkan kata kunci.",Pendaftaran Rawat Jalan,bisa mencari pasien berdasarkan nama atau tanggal,"['mencari', 'pasien', 'berdasarkan', 'nama', 'tanggal']"
Filtering,Bisa filter pasien berdasarkan jam dokter?,"Ya, filter berdasarkan jadwal praktik dan unit poli.",Pendaftaran Rawat Jalan,bisa filter pasien berdasarkan jam dokter,"['filter', 'pasien', 'berdasarkan', 'jam', 'dokter']"
Filtering,Bisa filter SEP sudah dicetak atau belum?,"Ya, pilih filter sesuai status SEP.",Pendaftaran Rawat Jalan,bisa filter sep sudah dicetak atau belum,"['filter', 'sep', 'dicetak']"
Warna Status Antrian,Apa arti warna kuning di antrian?,Pasien belum diverifikasi.,Pendaftaran Rawat Jalan,apa arti warna kuning di antrian,"['arti', 'warna', 'kuning', 'antrian']"
Warna Status Antrian,Apa arti warna hijau?,Pasien sudah mendaftar.,Pendaftaran Rawat Jalan,apa arti warna hijau,"['arti', 'warna', 'hijau']"
Warna Status Antrian,Apa arti warna putih?,Pasien sedang dilayani.,Pendaftaran Rawat Jalan,apa arti warna putih,"['arti', 'warna', 'putih']"
Warna Status Antrian,Apa arti warna abu-abu?,Pasien batal.,Pendaftaran Rawat Jalan,apa arti warna abu abu,"['arti', 'warna', 'abu', 'abu']"
Warna Status Antrian,Apa arti warna merah?,Pasien sudah dipulangkan.,Pendaftaran Rawat Jalan,apa arti warna merah,"['arti', 'warna', 'merah']"
Warna Status Antrian,Apa arti warna biru?,Pasien rujukan.,Pendaftaran Rawat Jalan,apa arti warna biru,"['arti', 'warna', 'biru']"
Warna Status Antrian,Apa arti warna ungu?,Check-in JKN.,Pendaftaran Rawat Jalan,apa arti warna ungu,"['arti', 'warna', 'ungu']"
Detail Tambahan,Dokumen apa saja yang bisa dicetak dari antrian pasien?,"Nota registrasi, ID Card, Stiker, Label, Status Rawat Jalan, CPPT, General Consent.",Pendaftaran Rawat Jalan,dokumen apa saja yang bisa dicetak dari antrian pasien,"['dokumen', 'dicetak', 'antrian', 'pasien']"
Detail Tambahan,Bagaimana sinkronisasi data dengan SATUSEHAT?,Sistem otomatis sinkronisasi data pasien ke sistem nasional.,Pendaftaran Rawat Jalan,bagaimana sinkronisasi data dengan satusehat,"['sinkronisasi', 'data', 'satusehat']"
Detail Tambahan,Bagaimana melakukan face recognition?,Ikuti panduan sistem untuk validasi identitas pasien.,Pendaftaran Rawat Jalan,bagaimana melakukan face recognition,"['face', 'recognition']"
Rekam Medis Elektronik,Apa saja yang tercatat di rekam medis pasien?,"Profil pasien, riwayat kunjungan, alergi, pemeriksaan fisik, SOAP, SOAPIER, ADIME, SBAR, hasil lab, tindakan, resep, penunjang medis, dan dokumen pendukung.",Pendaftaran Rawat Jalan,apa saja yang tercatat di rekam medis pasien,"['tercatat', 'rekam', 'medis', 'pasien']"
Paging Data,Berapa data maksimal per halaman di list pasien?,"Maksimal 34 data per halaman, dengan tombol navigasi jika lebih.",Pendaftaran Rawat Jalan,berapa data maksimal per halaman di list pasien,"['data', 'maksimal', 'halaman', 'list', 'pasien']"
Form Pasien Baru,Bagaimana saya bisa menambahkan pasien baru?,"Klik menu pasien baru, isi data wajib, tambahkan data opsional jika ada, pilih jenis layanan, lalu simpan.",Pendaftaran Rawat Jalan,bagaimana saya bisa menambahkan pasien baru,['pasien']
Form Pasien Baru,Apakah NIK pasien harus diisi?,"Ya, NIK/KTP pasien wajib diisi agar sistem bisa membuat nomor rekam medis.",Pendaftaran Rawat Jalan,apakah nik pasien harus diisi,"['nik', 'pasien', 'diisi']"
Form Pasien Baru,Apakah saya bisa melewati alamat pasien?,"Ya, alamat bersifat opsional; bisa diisi nanti atau jika tersedia.",Pendaftaran Rawat Jalan,apakah saya bisa melewati alamat pasien,"['melewati', 'alamat', 'pasien']"
Form Pasien Baru,Bagaimana memilih layanan pasien kronis?,"Pilih PRB, Prolanis, atau PRB-Prolanis sesuai program yang berlaku untuk pasien.",Pendaftaran Rawat Jalan,bagaimana memilih layanan pasien kronis,"['memilih', 'layanan', 'pasien', 'kronis']"
Form Pasien Baru,Bisa daftar pasien tanpa golongan darah?,"Tidak, golongan darah termasuk data wajib untuk pendaftaran pasien baru.",Pendaftaran Rawat Jalan,bisa daftar pasien tanpa golongan darah,"['daftar', 'pasien', 'golongan', 'darah']"
Form Pasien Baru,Apakah email pasien wajib diisi?,"Tidak, email pasien bersifat opsional.",Pendaftaran Rawat Jalan,apakah email pasien wajib diisi,"['email', 'pasien', 'wajib', 'diisi']"
Form Pasien Baru,Bagaimana memasukkan umur pasien?,"Masukkan tanggal lahir, sistem otomatis menghitung umur.",Pendaftaran Rawat Jalan,bagaimana memasukkan umur pasien,"['memasukkan', 'umur', 'pasien']"
Form Pasien Baru,Bisa saya upload foto pasien lebih dari 1 MB?,"Tidak, sistem membatasi ukuran maksimal 1 MB per foto.",Pendaftaran Rawat Jalan,bisa saya upload foto pasien lebih dari 1 mb,"['upload', 'foto', 'pasien', '1', 'mb']"
Form Pasien Baru,Apa itu layanan Non-Kronis?,"Layanan untuk pasien penyakit umum tanpa riwayat kronis, misal flu atau diare.",Pendaftaran Rawat Jalan,apa itu layanan non kronis,"['layanan', 'non', 'kronis']"
Form Pasien Baru,Bisa ganti layanan dari PRB ke Prolanis setelah input data?,"Ya, bisa diubah sebelum data disimpan.",Pendaftaran Rawat Jalan,bisa ganti layanan dari prb ke prolanis setelah input data,"['ganti', 'layanan', 'prb', 'prolanis', 'input', 'data']"
Alamat Pasien,Apakah sistem bisa otomatis mengisi alamat pasien dari wali?,"Ya, pilih opsi sama dengan wali agar alamat otomatis terisi.",Pendaftaran Rawat Jalan,apakah sistem bisa otomatis mengisi alamat pasien dari wali,"['sistem', 'otomatis', 'mengisi', 'alamat', 'pasien', 'wali']"
Data Wali,Bagaimana menandai wali aktif atau tidak aktif?,Gunakan checkbox yang tersedia pada form data wali.,Pendaftaran Rawat Jalan,bagaimana menandai wali aktif atau tidak aktif,"['menandai', 'wali', 'aktif', 'aktif']"
Data Wali,Bagaimana menambahkan anak sebagai wali pasien?,"Pilih hubungan anak kandung atau anak angkat di dropdown, isi nama dan kontak, lalu simpan.",Pendaftaran Rawat Jalan,bagaimana menambahkan anak sebagai wali pasien,"['anak', 'wali', 'pasien']"
Detail Pendaftaran,Apa itu dropdown cara masuk?,"Pilihan cara pasien datang: datang sendiri, kontrol ulang, rujukan, kasus polisi, sewa kamar, dll.",Pendaftaran Rawat Jalan,apa itu dropdown  cara masuk,"['dropdown', 'masuk']"
Detail Pendaftaran,Bagaimana mengisi diagnosa awal untuk pasien rawat jalan?,Masukkan diagnosa awal pada kolom yang tersedia; ini wajib diisi untuk dasar pelayanan.,Pendaftaran Rawat Jalan,bagaimana mengisi diagnosa awal untuk pasien rawat jalan,"['mengisi', 'diagnosa', 'pasien', 'rawat', 'jalan']"
Detail Pendaftaran,Bagaimana memilih dokter sesuai kuota BPJS?,Sistem menampilkan kuota pasien BPJS/non-BPJS; pilih dokter sesuai jadwal dan kuota.,Pendaftaran Rawat Jalan,bagaimana memilih dokter sesuai kuota bpjs,"['memilih', 'dokter', 'sesuai', 'kuota', 'bpjs']"
Detail Pendaftaran,Bisa filter dokter berdasarkan unit poli?,"Ya, filter unit tersedia untuk mempermudah pencarian dokter.",Pendaftaran Rawat Jalan,bisa filter dokter berdasarkan unit poli,"['filter', 'dokter', 'berdasarkan', 'unit', 'poli']"
Pembayaran,Bagaimana memilih pembayaran untuk pasien karyawan?,"Pilih opsi karyawan, lalu isi data tambahan jika diperlukan.",Pendaftaran Rawat Jalan,bagaimana memilih pembayaran untuk pasien karyawan,"['memilih', 'pembayaran', 'pasien', 'karyawan']"
Pembayaran,Apa yang harus diisi jika pasien pakai perusahaan penjamin?,"Isi nama perusahaan, nomor polis/asuransi, kelas pelayanan, dan keterangan tambahan.",Pendaftaran Rawat Jalan,apa yang harus diisi jika pasien pakai perusahaan penjamin,"['diisi', 'pasien', 'pakai', 'perusahaan', 'penjamin']"
Pembayaran,Apakah sistem menghitung total biaya otomatis?,"Ya, setelah dokter dan jenis layanan dipilih, sistem otomatis menampilkan total biaya.",Pendaftaran Rawat Jalan,apakah sistem menghitung total biaya otomatis,"['sistem', 'menghitung', 'total', 'biaya', 'otomatis']"
Hasil Registrasi,Dokumen apa saja yang dihasilkan setelah pendaftaran?,"Nota registrasi, nomor rekam medis, dokter, unit, metode pembayaran, estimasi waktu pelayanan.",Pendaftaran Rawat Jalan,dokumen apa saja yang dihasilkan setelah pendaftaran,"['dokumen', 'dihasilkan', 'pendaftaran']"
Hasil Registrasi,Bisa cetak bukti registrasi langsung dari sistem?,"Ya, cetak langsung dari menu bukti registrasi pasien.",Pendaftaran Rawat Jalan,bisa cetak bukti registrasi langsung dari sistem,"['cetak', 'bukti', 'registrasi', 'langsung', 'sistem']"
List Pasien,Bagaimana melihat pasien yang sudah booking online?,Gunakan menu List Pasien Booking untuk melihat daftar pasien yang telah reservasi.,Pendaftaran Rawat Jalan,bagaimana melihat pasien yang sudah booking online,"['pasien', 'booking', 'online']"
List Pasien,Bagaimana cek pasien yang kontrol ulang?,Gunakan menu List Pasien Kontrol Ulang.,Pendaftaran Rawat Jalan,bagaimana cek pasien yang kontrol ulang,"['cek', 'pasien', 'kontrol', 'ulang']"
List Pasien,Bagaimana memverifikasi data pasien sebelum pelayanan?,Gunakan menu List Verifikasi Pasien.,Pendaftaran Rawat Jalan,bagaimana memverifikasi data pasien sebelum pelayanan,"['memverifikasi', 'data', 'pasien', 'pelayanan']"
Filtering,Bagaimana mencari pasien berdasarkan tujuan poli?,"Masukkan nama poli di kolom filter kata kunci, sistem menampilkan hasil sesuai.",Pendaftaran Rawat Jalan,bagaimana mencari pasien berdasarkan tujuan poli,"['mencari', 'pasien', 'berdasarkan', 'tujuan', 'poli']"
Filtering,Bisa refresh data antrian real-time?,"Ya, klik tombol refresh untuk memperbarui status pasien secara otomatis.",Pendaftaran Rawat Jalan,bisa refresh data antrian real time,"['refresh', 'data', 'antrian', 'real', 'time']"
Filtering,Bagaimana filter pasien berdasarkan status cetak SEP?,Pilih filter SEP: sudah dicetak atau belum dicetak.,Pendaftaran Rawat Jalan,bagaimana filter pasien berdasarkan status cetak sep,"['filter', 'pasien', 'berdasarkan', 'status', 'cetak', 'sep']"
Warna Status Antrian,Apa warna yang menandakan pasien sedang dilayani?,Warna putih.,Pendaftaran Rawat Jalan,apa warna yang menandakan pasien sedang dilayani,"['warna', 'menandakan', 'pasien', 'dilayani']"
Warna Status Antrian,Apa arti warna merah di daftar antrian?,Pasien sudah dipulangkan.,Pendaftaran Rawat Jalan,apa arti warna merah di daftar antrian,"['arti', 'warna', 'merah', 'daftar', 'antrian']"
Warna Status Antrian,Bagaimana mengetahui pasien rujukan?,Pasien rujukan ditandai dengan warna biru.,Pendaftaran Rawat Jalan,bagaimana mengetahui pasien rujukan,"['pasien', 'rujukan']"
Detail Tambahan,Bisa cetak ID Card pasien dari antrian?,"Ya, pilih pasien, lalu klik cetak ID Card, dengan opsi biaya kartu ditagihkan atau tidak.",Pendaftaran Rawat Jalan,bisa cetak id card pasien dari antrian,"['cetak', 'id', 'card', 'pasien', 'antrian']"
Detail Tambahan,Apa itu CPPT?,"Catatan Perkembangan Pasien Terintegrasi, dokumentasi medis dokter, perawat, gizi, dan komunikasi antar tenaga kesehatan.",Pendaftaran Rawat Jalan,apa itu cppt,['cppt']
Detail Tambahan,Bagaimana upload dokumen tambahan pasien?,"Klik upload dokumen pada detail pasien, pilih file, lalu simpan.",Pendaftaran Rawat Jalan,bagaimana upload dokumen tambahan pasien,"['upload', 'dokumen', 'tambahan', 'pasien']"
Detail Tambahan,Apa itu SITB?,Skrining Batuk (TBC) untuk pencegahan penularan penyakit.,Pendaftaran Rawat Jalan,apa itu sitb,['sitb']
Detail Tambahan,Bagaimana menggunakan Face Recognition pasien?,Ikuti prosedur sistem untuk validasi identitas menggunakan biometrik.,Pendaftaran Rawat Jalan,bagaimana menggunakan face recognition pasien,"['face', 'recognition', 'pasien']"
Rekam Medis Elektronik,Apa yang dicatat di rekam medis pasien?,"Profil, riwayat kunjungan, alergi, pemeriksaan fisik, SOAP, SOAPIER, ADIME, SBAR, hasil lab, tindakan, resep, penunjang medis, lampiran, dokumen tambahan.",Pendaftaran Rawat Jalan,apa yang dicatat di rekam medis pasien,"['dicatat', 'rekam', 'medis', 'pasien']"
Paging Data,Berapa jumlah maksimal data per halaman?,"Maksimal 34 data, dengan tombol navigasi untuk halaman berikutnya.",Pendaftaran Rawat Jalan,berapa jumlah maksimal data per halaman,"['maksimal', 'data', 'halaman']"
Rekam Medis Elektronik,Bisa unduh atau cetak data pasien?,"Ya, data pasien dapat dicetak atau diunduh sesuai kebutuhan.",Pendaftaran Rawat Jalan,bisa unduh atau cetak data pasien,"['unduh', 'cetak', 'data', 'pasien']"
Troubleshooting Pendaftaran Rawat Jalan,Data pasien baru tidak muncul setelah disimpan,"Pastikan data sudah tersimpan. Jika belum muncul, klik Refresh pada daftar pasien atau restart browser.",Pendaftaran Rawat Jalan,data pasien baru tidak muncul setelah disimpan,"['data', 'pasien', 'muncul', 'disimpan']"
Troubleshooting Pendaftaran Rawat Jalan,Kenapa pasien baru tidak terlihat di list?,"Gunakan tombol Refresh, pastikan filter status pasien tidak membatasi tampilan.",Pendaftaran Rawat Jalan,kenapa pasien baru tidak terlihat di list,"['pasien', 'list']"
Troubleshooting Pendaftaran Rawat Jalan,Bukti registrasi gagal dicetak,"Periksa koneksi printer, izin popup/cetak di browser, dan refresh halaman.",Pendaftaran Rawat Jalan,bukti registrasi gagal dicetak,"['bukti', 'registrasi', 'gagal', 'dicetak']"
