intent,question,answer,label
Detail Pendaftaran,Bagaimana mengisi diagnosa awal untuk pasien rawat jalan?,Masukkan diagnosa awal pada kolom yang tersedia; ini wajib diisi untuk dasar pelayanan.,Pendaftaran Rawat Jalan
Detail Pendaftaran,Bagaimana memilih dokter sesuai kuota BPJS?,Sistem menampilkan kuota pasien BPJS/non-BPJS; pilih dokter sesuai jadwal dan kuota.,Pendaftaran Rawat Jalan
Detail Pendaftaran,Bisa filter dokter berdasarkan unit poli?,"Ya, filter unit tersedia untuk mempermudah pencarian dokter.",Pendaftaran Rawat Jalan
Pembayaran,Bagaimana memilih pembayaran untuk pasien karyawan?,"Pilih opsi karyawan, lalu isi data tambahan jika diperlukan.",Pendaftaran Rawat Jalan
Pembayaran,Apa yang harus diisi jika pasien pakai perusahaan penjamin?,"Isi nama perusahaan, nomor polis/asuransi, kelas pelayanan, dan keterangan tambahan.",Pendaftaran Rawat Jalan
Pembayaran,Apakah sistem menghitung total biaya otomatis?,"Ya, setelah dokter dan jenis layanan dipilih, sistem otomatis menampilkan total biaya.",Pendaftaran Rawat Jalan
Hasil Registrasi,Dokumen apa saja yang dihasilkan setelah pendaftaran?,"Nota registrasi, nomor rekam medis, dokter, unit, metode pembayaran, estimasi waktu pelayanan.",Pendaftaran Rawat Jalan
Hasil Registrasi,Bisa cetak bukti registrasi langsung dari sistem?,"Ya, cetak langsung dari menu bukti registrasi pasien.",Pendaftaran Rawat Jalan
List Pasien,Bagaimana melihat pasien yang sudah booking online?,Gunakan menu List Pasien Booking untuk melihat daftar pasien yang telah reservasi.,Pendaftaran Rawat Jalan
List Pasien,Bagaimana cek pasien yang kontrol ulang?,Gunakan menu List Pasien Kontrol Ulang.,Pendaftaran Rawat Jalan
List Pasien,Bagaimana memverifikasi data pasien sebelum pelayanan?,Gunakan menu List Verifikasi Pasien.,Pendaftaran Rawat Jalan
Filtering,Bagaimana mencari pasien berdasarkan tujuan poli?,"Masukkan nama poli di kolom filter kata kunci, sistem menampilkan hasil sesuai.",Pendaftaran Rawat Jalan
Filtering,Bisa refresh data antrian real-time?,"Ya, klik tombol refresh untuk memperbarui status pasien secara otomatis.",Pendaftaran Rawat Jalan
Filtering,Bagaimana filter pasien berdasarkan status cetak SEP?,Pilih filter SEP: sudah dicetak atau belum dicetak.,Pendaftaran Rawat Jalan
Warna Status Antrian,Apa warna yang menandakan pasien sedang dilayani?,Warna putih.,Pendaftaran Rawat Jalan
Warna Status Antrian,Apa arti warna merah di daftar antrian?,Pasien sudah dipulangkan.,Pendaftaran Rawat Jalan
Warna Status Antrian,Bagaimana mengetahui pasien rujukan?,Pasien rujukan ditandai dengan warna biru.,Pendaftaran Rawat Jalan
Detail Tambahan,Bisa cetak ID Card pasien dari antrian?,"Ya, pilih pasien, lalu klik cetak ID Card, dengan opsi biaya kartu ditagihkan atau tidak.",Pendaftaran Rawat Jalan
Detail Tambahan,Apa itu CPPT?,"Catatan Perkembangan Pasien Terintegrasi, dokumentasi medis dokter, perawat, gizi, dan komunikasi antar tenaga kesehatan.",Pendaftaran Rawat Jalan
Detail Tambahan,Bagaimana upload dokumen tambahan pasien?,"Klik upload dokumen pada detail pasien, pilih file, lalu simpan.",Pendaftaran Rawat Jalan
Detail Tambahan,Apa itu SITB?,Skrining Batuk (TBC) untuk pencegahan penularan penyakit.,Pendaftaran Rawat Jalan
Detail Tambahan,Bagaimana menggunakan Face Recognition pasien?,Ikuti prosedur sistem untuk validasi identitas menggunakan biometrik.,Pendaftaran Rawat Jalan
Rekam Medis Elektronik,Apa yang dicatat di rekam medis pasien?,"Profil, riwayat kunjungan, alergi, pemeriksaan fisik, SOAP, SOAPIER, ADIME, SBAR, hasil lab, tindakan, resep, penunjang medis, lampiran, dokumen tambahan.",Pendaftaran Rawat Jalan
Paging Data,Berapa jumlah maksimal data per halaman?,"Maksimal 34 data, dengan tombol navigasi untuk halaman berikutnya.",Pendaftaran Rawat Jalan
Rekam Medis Elektronik,Bisa unduh atau cetak data pasien?,"Ya, data pasien dapat dicetak atau diunduh sesuai kebutuhan.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Data pasien baru tidak muncul setelah disimpan,"Pastikan data sudah tersimpan. Jika belum muncul, klik Refresh pada daftar pasien atau restart browser.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Kenapa pasien baru tidak terlihat di list?,"Gunakan tombol Refresh, pastikan filter status pasien tidak membatasi tampilan.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Bukti registrasi gagal dicetak,"Periksa koneksi printer, izin popup/cetak di browser, dan refresh halaman.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Filter pasien tidak menampilkan hasil,Pastikan kata kunci sesuai dan cek filter status. Klik Refresh jika perlu.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Sistem menolak upload foto pasien,Pastikan ukuran file maksimal 1 MB dan format file JPG/PNG.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Data dokter tidak muncul saat memilih DPJP,Periksa jadwal dokter dan unit pelayanan. Gunakan filter unit atau refresh daftar dokter.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Nomor rekam medis tidak muncul,Pastikan semua data wajib pasien sudah diisi sebelum menyimpan.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Antrian pasien tidak update secara real-time,Gunakan tombol Refresh dan pastikan koneksi internet stabil.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Sistem error saat memilih layanan PRB/Prolanis,Pastikan pasien terdaftar dan pilih layanan sesuai program. Refresh halaman jika perlu.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Data wali pasien tidak tersimpan,"Pastikan semua field wajib diisi (nama, kontak, hubungan), lalu klik Update.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Tombol simpan pendaftaran tidak aktif,Pastikan semua data wajib diisi dan koneksi internet stabil.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Warna status antrian pasien tidak muncul,Refresh halaman dan pastikan filter status pasien aktif.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Form pembayaran tidak muncul,"Pilih jenis pasien (umum, BPJS, karyawan, asuransi/perusahaan) agar form muncul otomatis.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Data pasien hilang setelah logout,Pastikan data sudah disimpan sebelum logout. Gunakan tombol Simpan.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Tidak bisa memilih jadwal dokter,"Periksa kuota pasien, jadwal dokter, dan filter unit. Refresh halaman jika perlu.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Sistem crash saat input alamat pasien,"Periksa format alamat, hindari karakter ilegal, dan refresh halaman.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Upload dokumen tambahan gagal,Pastikan format file sesuai dan ukuran tidak melebihi batas maksimal.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Nomor SEP BPJS tidak muncul,"Pastikan pasien sudah terdaftar BPJS, pilih layanan BPJS, dan refresh halaman.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Pasien rujukan tidak muncul di list,"Pastikan asal rujukan dan tanggal diisi, lalu refresh daftar pasien.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Sistem lambat saat membuka daftar pasien,"Pastikan koneksi internet stabil, kurangi filter kompleks, dan refresh halaman.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Data pasien kontrol ulang tidak update,Klik tombol Refresh di List Pasien Kontrol Ulang dan pastikan filter tidak membatasi tampilan.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Face recognition gagal mengenali pasien,"Pastikan pasien berdiri tepat, pencahayaan cukup, dan ulang proses verifikasi.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Dokter tidak muncul saat memilih unit poli tertentu,"Periksa jadwal dokter, kuota pasien, dan gunakan filter unit sesuai.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Form catatan khusus tidak tersimpan,Pastikan klik Update/Save setelah mengisi catatan khusus.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Sistem error saat mencetak CPPT atau dokumen lain,"Periksa koneksi printer, browser, dan refresh halaman.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Upload foto pasien gagal karena error server,"Coba ulang beberapa saat kemudian, periksa ukuran & format file, atau hubungi admin IT.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Sistem menolak input nomor HP pasien,Pastikan format nomor HP sesuai (misal 08xx).,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Layanan Prolanis tidak muncul,Pastikan pasien terdaftar dalam program Prolanis. Refresh halaman jika perlu.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Tombol update wali pasien tidak berfungsi,Pastikan semua field wajib wali diisi dan browser tidak memblokir script.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Form SLA tidak tampil,Refresh halaman dan pastikan data pasien sudah disimpan.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Data alamat pasien tidak tersimpan,"Pastikan semua field alamat wajib diisi, atau gunakan opsi “sama dengan wali” bila perlu.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Sistem error saat memilih layanan Non-Kronis,Pastikan layanan sesuai kategori pasien dan refresh halaman.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Tombol cetak ID card pasien tidak aktif,"Periksa browser, popup blocker, dan refresh halaman.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Sistem menolak input tanggal lahir pasien,Pastikan format tanggal benar (DD/MM/YYYY) dan umur sesuai.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Data penjamin tidak muncul saat memilih asuransi,Pastikan semua field asuransi terisi dan refresh halaman.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Dokter DPJP muncul tapi kuota penuh,Pilih dokter lain atau periksa jadwal untuk slot kosong.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Data pasien ganda muncul,"Periksa NIK, jika ganda hapus salah satu data atau hubungi admin IT.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Form layanan paket tidak muncul,Pastikan opsi “Layanan Paket” dipilih Ya dan refresh halaman.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Data pasien tidak muncul setelah refresh,Pastikan koneksi internet stabil dan klik Refresh beberapa kali.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Tombol simpan pendaftaran tetap tidak aktif,"Pastikan semua field wajib telah diisi, termasuk jenis layanan dan dokter DPJP.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Error saat memilih cara masuk pasien,Periksa apakah dropdown Cara Masuk sudah diisi sesuai opsi yang tersedia.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Tidak bisa menghapus data wali pasien,Pastikan data yang ingin dihapus tidak sedang aktif sebagai penanggung pasien.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Data wali tidak tersimpan setelah klik update,Pastikan semua field wajib wali sudah diisi dengan benar dan klik Update.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Upload dokumen tambahan tidak berhasil,Pastikan file tidak melebihi batas maksimal dan format file sesuai.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Data pasien tidak muncul di List Verifikasi,Gunakan tombol Refresh dan pastikan filter status pasien sesuai.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Form diagnosa awal tidak bisa disimpan,"Pastikan field diagnosa awal diisi, format teks sesuai, lalu klik Simpan.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Sistem lambat saat memilih dokter,"Kurangi filter kompleks, pastikan kuota dokter tersedia, atau refresh halaman.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Nomor rekam medis tidak otomatis terisi,Pastikan data pasien wajib telah lengkap sebelum menyimpan.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Sistem menolak format nomor ID pasien,"Pastikan NIK dari KTP sesuai 16 digit, tanpa spasi atau karakter lain.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Warna status antrian tidak sesuai,"Pastikan refresh daftar pasien, dan filter status pasien aktif.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Face recognition error saat check-in,"Pastikan pencahayaan cukup, wajah jelas, dan ulang proses verifikasi.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Data pasien Prolanis tidak muncul,Pastikan pasien terdaftar dalam program Prolanis dan pilih layanan sesuai.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Layanan PRB tidak bisa dipilih,Pastikan pasien memiliki riwayat penyakit kronis dan data BPJS valid.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Tombol cetak stiker pasien tidak aktif,"Periksa browser, popup blocker, dan pastikan halaman sudah Refresh.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Catatan khusus tidak tersimpan,"Klik Update/Save setelah mengisi catatan khusus, dan refresh halaman bila perlu.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Layanan Non-Kronis tidak muncul,"Pastikan pasien sesuai kategori, refresh halaman, dan pilih layanan yang tersedia.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Data alamat pasien hilang setelah refresh,"Gunakan tombol Sama dengan wali jika alamat sama, atau isi kembali field wajib.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Sistem error saat cetak nota registrasi,"Periksa koneksi printer, refresh halaman, atau coba browser lain.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Data pasien ganda muncul,"Periksa NIK pasien, hapus data duplikat, dan pastikan field wajib unik.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Tombol update DPJP tidak berfungsi,Pastikan field dokter DPJP diisi lengkap dan browser tidak memblokir script.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Dokter DPJP muncul tapi jadwal penuh,Pilih dokter lain dengan kuota kosong atau ubah filter unit poli.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Upload foto pasien gagal,"Pastikan file format JPG/PNG, maksimal 1 MB, dan browser mendukung upload.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Nomor SEP tidak muncul otomatis,"Pastikan pasien sudah terdaftar BPJS, pilih layanan BPJS, dan klik Refresh.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Tombol cetak ID card pasien menolak,"Periksa koneksi printer, popup blocker, dan refresh halaman.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Sistem error saat memilih paket layanan,Pastikan opsi Layanan Paket dipilih Ya dan refresh halaman jika perlu.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Form SLA tidak tampil,"Pastikan pasien sudah disimpan, lalu refresh halaman.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Error saat menginput pendidikan atau pekerjaan pasien,"Gunakan format teks standar tanpa karakter ilegal, lalu klik Simpan.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Data keluarga/anak tidak muncul,"Pastikan field wajib (nama, hubungan, nomor kontak) sudah diisi dan klik Update.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Sistem lambat menampilkan list pasien booking,"Kurangi filter, pastikan koneksi stabil, dan klik Refresh.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Upload dokumen tambahan error,"Periksa ukuran file dan format, ulangi upload, atau hubungi admin IT.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Pasien rujukan tidak muncul di antrian,"Pastikan asal rujukan, nomor, dan tanggal rujukan sudah diisi lengkap, lalu refresh.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Data pembayaran tidak tampil,Pastikan jenis pasien dan jenis pembayaran telah dipilih.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Tombol batalkan transaksi tidak berfungsi,"Pastikan pasien belum diproses lebih lanjut, refresh halaman bila perlu.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Filter status pasien tidak bekerja,Pastikan filter aktif dan klik Refresh untuk update daftar pasien.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Data pasien tidak muncul di list kontrol ulang,"Klik tombol Refresh di List Kontrol Ulang, pastikan tanggal kontrol benar.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Face recognition gagal membaca wajah pasien,"Pastikan pasien menghadap kamera dengan pencahayaan cukup, ulangi verifikasi.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Bagaimana jika data pasien baru tidak tersimpan?,"Pastikan semua field wajib diisi, lalu klik Simpan, jika masih gagal refresh halaman.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Kenapa alamat pasien hilang setelah refresh?,Gunakan opsi Sama dengan Wali atau isi kembali alamat lengkap.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Form jenis layanan tidak muncul,"Refresh halaman, pastikan pasien memenuhi syarat untuk PRB, Prolanis, atau Non-Kronis.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Tidak bisa memilih dokter,"Pastikan jadwal dokter tersedia, kuota belum penuh, dan filter unit poli benar.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Tombol cetak nota tidak aktif,"Pastikan semua data pasien dan pembayaran sudah tersimpan, refresh halaman jika perlu.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,List pasien kontrol ulang kosong,Pastikan pasien sudah terdaftar untuk kontrol ulang dan filter tanggal sesuai.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Data pasien booking tidak tampil,"Refresh halaman, pastikan pasien sudah melakukan booking dan filter status aktif.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Catatan khusus pasien tidak muncul,Pastikan sudah klik Update setelah mengisi catatan.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Upload dokumen gagal,"Pastikan format file sesuai (JPG, PNG, PDF), ukuran sesuai batas, dan koneksi stabil.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Face recognition tidak mengenali pasien,"Pastikan wajah jelas, pencahayaan cukup, dan coba ulang verifikasi.",Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Sistem error saat memilih paket layanan,Pastikan opsi Layanan Paket dipilih Ya dan data pasien sudah tersimpan.,Pendaftaran Rawat Jalan
Troubleshooting Pendaftaran Rawat Jalan,Nomor SEP BPJS tidak otomatis terisi,"Pastikan pasien terdaftar BPJS, pilih layanan BPJS, klik Refresh jika perlu.",Pendaftaran Rawat Jalan
